Question,All Answers,Correct Answer,source_path,source_type
What is the primary characteristic of chronic constrictive pericarditis?,A. Reversible inflammation B. Pericardial calcification C. Pericardial effusion D. Pericardial cyst E. Hemorrhagic pericarditis F. Pericarditis with tamponade G. Fibrinous pericarditis H. Acute pericarditis,B. Pericardial calcification,data/Dataset_Eval/PubMed_Pdfs/74.csv,pdf
What is the most common cause of constrictive pericarditis in the modern era?,A. Viral infections B. Bacterial infections C. Post-cardiac surgery D. Radiation E. Malignancy F. Tuberculosis G. Connective tissue disease H. Idiopathic,C. Post-cardiac surgery,data/Dataset_Eval/PubMed_Pdfs/75.csv,pdf
Which condition is NOT typically associated with the clinical manifestations of constrictive pericarditis?,A. Pulmonary edema B. Bilateral pleural effusion C. Hepatomegaly D. Myocardial infarction E. Ascites F. Peripheral pitting edema G. Dyspnea on exertion H. Orthopnea,D. Myocardial infarction,data/Dataset_Eval/PubMed_Pdfs/76.csv,pdf
Which sign is related to high right atrial pressure and is characteristic of constrictive pericarditis?,A. Pulsus alternans B. Kussmaul sign C. Beck's triad D. Levine's sign E. Trousseau's sign F. Grey Turner's sign G. Janeway lesions H. Osler's nodes,B. Kussmaul sign,data/Dataset_Eval/PubMed_Pdfs/77.csv,pdf
"What is most commonly associated gene with and inheritance pattern of Brugada syndrome, repsectively?","A. RYR2, Autosomal dominant B. KCNH2, Autosomal dominant C. TRPM4, X-linked recessive D. SCN5A, Autosomal dominant E. SCN5A, X-linked recessive F. KCNJ2, Autosomal recessive G. KCND3, Autosomal recessive H. TRPM4, Autosomal recessive","D. SCN5A, Autosomal dominant",data/Dataset_Eval/PubMed_Pdfs/78.csv,pdf
Which syndrome is characterized by an abnormal electrical pathway in the heart that bypasses the atrioventricular node?,A. Brugada syndrome (BrS) B. Long QT syndrome (LQT) C. Catecholaminergic polymorphic ventricular tachycardia (CPVT) D. Wolff-Parkinson-White syndrome (WPWS) E. Short QT syndrome (SQT) F. Familial atrial fibrillation (FAF) G. Ventricular fibrillation H. Atrial septal defect,D. Wolff-Parkinson-White syndrome (WPWS),data/Dataset_Eval/PubMed_Pdfs/79.csv,pdf
"Which genetic disorder is known for causing ""irregularly irregular rhythm"" and can lead to stroke or sudden death?",A. Brugada syndrome (BrS) B. Long QT syndrome (LQT) C. Catecholaminergic polymorphic ventricular tachycardia (CPVT) D. Wolff-Parkinson-White syndrome (WPWS) E. Short QT syndrome (SQT) F. Familial atrial fibrillation (FAF) G. Ventricular tachycardia H. Hypertrophic cardiomyopathy,F. Familial atrial fibrillation (FAF),data/Dataset_Eval/PubMed_Pdfs/80.csv,pdf
"Which therapy in addition to dual-antiplatelet therapy is associated with a significant reduction in the composite endpoint of cardiovascular death, myocardial infarction, or stroke in high-risk post-ACS patients?",A. Aspirin alone B. Clopidogrel alone C. Warfarin D. Rivaroxaban E. Ticagrelor F. Prasugrel G. Edoxaban H. Low-dose heparin,D. Rivaroxaban,data/Dataset_Eval/PubMed_Pdfs/81.csv,pdf
Which treatment is almost two times more effective and faster than flecainide for pharmacological cardioversion of recent-onset atrial fibrillation according to the document?,A. Amiodarone B. Beta-blockers C. Verapamil D. Diltiazem E. Sotalol F. Ibutilide G. Vernakalant H. Propafenone,G. Vernakalant,data/Dataset_Eval/PubMed_Pdfs/82.csv,pdf
What is the definition of partial (first degree) interatrial block (IAB)?,A. P-wave duration <100 milliseconds B. P-wave duration ≥100 milliseconds without significant abnormality C. P-wave duration <120 milliseconds D. P-wave duration ≥120 milliseconds without any other significant abnormality E. P-wave duration ≥120 milliseconds with biphasic P wave F. P-wave duration <140 milliseconds G. P-wave duration ≥140 milliseconds with biphasic P wave H. P-wave duration ≥160 milliseconds without any other significant abnormality,D. P-wave duration ≥120 milliseconds without any other significant abnormality,data/Dataset_Eval/PubMed_Pdfs/83.csv,pdf
Which of the following agents is considered a first-line treatment for chronic stable angina?,A. Beta-blockers B. Ivabradine C. Nicorandil D. Ranolazine E. Trimetazidine F. Long-acting nitrates G. Potassium channel blockers H. Sodium channel blockers,A. Beta-blockers,data/Dataset_Eval/PubMed_Pdfs/84.csv,pdf
In which type of patients might beta-blockers be less effective or potentially harmful due to increased coronary vascular resistance?,A. Patients with stable angina B. Patients with Prinzmetal angina C. Patients with hypertension D. Patients with diabetes E. Patients with heart failure F. Patients with atrial fibrillation G. Patients with microvascular angina H. Patients with autonomic dysfunction,B. Patients with Prinzmetal angina,data/Dataset_Eval/PubMed_Pdfs/85.csv,pdf
What is the definition of refractory angina as per the 2019 European Society of Cardiology (ESC) Guidelines?,A. Angina that lasts less than 1 month B. Angina that occurs only during exertion C. Angina that cannot be controlled by first-line pharmacological agents D. Angina due to reversible ischaemia lasting more than 3 months E. Angina due to irreversible ischaemia lasting more than 3 months F. Angina controlled by percutaneous coronary intervention (PCI) or coronary artery bypass grafting (CABG) G. Angina that is symptomatically controlled H. Angina without any established ischaemia,D. Angina due to reversible ischaemia lasting more than 3 months,data/Dataset_Eval/PubMed_Pdfs/86.csv,pdf
Which novel revascularization strategy involves creating channels in the ischaemic myocardium to restore perfusion?,A. Chronic total occlusion percutaneous coronary intervention (PCI) B. Coronary sinus occlusion C. Transmyocardial laser revascularization D. Spinal cord stimulation E. Angiogenetic therapy F. Stem cell therapy G. Enhanced external counterpulsation H. Intracoronary radiation therapy,C. Transmyocardial laser revascularization,data/Dataset_Eval/PubMed_Pdfs/87.csv,pdf
Which of the following is a common indication for the use of stress echocardiography?,A. Assessment of pericardial disease B. Detection of coronary artery disease C. Evaluation of intracardiac shunts D. Measurement of left ventricular ejection fraction E. Diagnosis of hypertrophic cardiomyopathy F. Monitoring of valvular regurgitation G. Screening for congenital heart defects H. Assessment of right ventricular function,B. Detection of coronary artery disease,data/Dataset_Eval/PubMed_Pdfs/88.csv,pdf
What is the primary anatomical feature in Tetralogy of Fallot that determines the degree of cyanosis?,A. Atrial septal defect B. Right ventricular outflow tract stenosis C. Left ventricular hypertrophy D. Aortic valve stenosis E. Coronary artery anomalies F. Mitral valve stenosis G. Tricuspid regurgitation H. Patent ductus arteriosus,B. Right ventricular outflow tract stenosis,data/Dataset_Eval/PubMed_Pdfs/89.csv,pdf
Which complication is common following Tetralogy of Fallot (ToF) repair and can lead to ventricular arrhythmia and biventricular dysfunction?,A. Pulmonary regurgitation B. Aortic stenosis C. Mitral valve prolapse D. Left ventricular hypertrophy E. Coronary artery disease F. Aortic dissection G. Pulmonary embolism H. Cardiac tamponade,A. Pulmonary regurgitation,data/Dataset_Eval/PubMed_Pdfs/90.csv,pdf
What is a common surgical intervention performed to address pulmonary regurgitation and prevent progressive right ventricular dilation in Tetralogy of Fallot patients?,A. Aortic valve replacement B. Mitral valve repair C. Pulmonary valve replacement D. Tricuspid valve replacement E. Coronary artery bypass grafting F. Patent ductus arteriosus closure G. Left atrial appendage closure H. Balloon valvuloplasty,C. Pulmonary valve replacement,data/Dataset_Eval/PubMed_Pdfs/91.csv,pdf
What is a surgical approach emplloyed to reduce the risk of ventriculotomy in Tetralogy of Fallot patients undergoing surgery?,A. Transventricular approach B. Transatrial-transpulmonary approach C. Subcostal approach D. Suprasternal approach E. Transradial approach F. Left thoracotomy approach G. Right thoracotomy approach H. Sternotomy approach,B. Transatrial-transpulmonary approach,data/Dataset_Eval/PubMed_Pdfs/92.csv,pdf
What is a common late complication in patients with Fontan circulation?,A. Myocardial infarction B. Stroke C. Protein-losing enteropathy D. Hypertension E. Peripheral arterial disease F. Carotid artery stenosis G. Aortic aneurysm H. Deep vein thrombosis,C. Protein-losing enteropathy,data/Dataset_Eval/PubMed_Pdfs/93.csv,pdf
What is a major determinant of patients' outcomes in Fontan circulation?,A. Systemic vascular resistance B. Pulmonary vascular resistance C. Cardiac output D. Systemic venous pressure E. Coronary blood flow F. Left ventricular ejection fraction G. Right atrial pressure H. Pulmonary artery pressure,B. Pulmonary vascular resistance,data/Dataset_Eval/PubMed_Pdfs/94.csv,pdf
Which of the following is a known risk factor for protein-losing enteropathy (PLE) in Fontan patients?,A. Previous myocardial infarction B. Early Glenn procedure C. Hypertension D. Diabetes mellitus E. Renal artery stenosis F. Elevated systemic blood pressure G. Hypercholesterolemia H. Pulmonary embolism,B. Early Glenn procedure,data/Dataset_Eval/PubMed_Pdfs/95.csv,pdf
Which condition is commonly used as a template for understanding left ventricular obstruction (LVOT) in congenital heart disease?,A. Hypertrophic cardiomyopathy (HCM) B. Membranous subaortic stenosis C. Tunnel subaortic stenosis D. Atrioventricular septal defects (AVSD) E. Hypoplastic left heart syndrome F. Tetralogy of Fallot G. Coarctation of the aorta H. Transposition of the great arteries,A. Hypertrophic cardiomyopathy (HCM),data/Dataset_Eval/PubMed_Pdfs/96.csv,pdf
What is the primary cause of basal left ventricular obstruction (LVOT) in hypertrophic cardiomyopathy?,A. Systolic anterior motion (SAM) of the mitral valve B. Aortic valve stenosis C. Mitral valve prolapse D. Right ventricular hypertrophy E. Pulmonary valve stenosis F. Coronary artery disease G. Tricuspid valve regurgitation H. Patent ductus arteriosus,A. Systolic anterior motion (SAM) of the mitral valve,data/Dataset_Eval/PubMed_Pdfs/97.csv,pdf
Which genetic condition is associated with obstructive hypertrophic cardiomyopathy (HCM)?,A. Noonan Syndrome B. Marfan Syndrome C. Turner Syndrome D. Down Syndrome E. Klinefelter Syndrome F. Williams Syndrome G. DiGeorge Syndrome H. Edwards Syndrome,A. Noonan Syndrome,data/Dataset_Eval/PubMed_Pdfs/98.csv,pdf
Which type of hypertrophic cardiomyopathy (HCM) requires a transapical myectomy approach?,A. Midventricular hypertrophy B. Basal septal hypertrophy C. Apical hypertrophy D. Isolated basal obstruction E. Combined basal and midventricular obstruction F. Combined basal and apical obstruction G. Combined midventricular and apical obstruction H. None of the above,A. Midventricular hypertrophy,data/Dataset_Eval/PubMed_Pdfs/99.csv,pdf
Which feature is a clue that a patient has membranous left ventricular obstruction (LVOT) rather than obstructive hypertrophic cardiomyopathy (HCM) ?,A. Presence of aortic valve regurgitation B. Presence of systolic anterior motion (SAM) C. Presence of mitral valve prolapse D. Presence of right ventricular hypertrophy E. Presence of pulmonary valve stenosis F. Presence of coronary artery disease G. Presence of tricuspid valve regurgitation H. Presence of patent ductus arteriosus,A. Presence of aortic valve regurgitation,data/Dataset_Eval/PubMed_Pdfs/100.csv,pdf
"Which layer of the cranial dura mater contains the outer arterial dural network, encompassing the middle meningeal artery and its major branches?",A. Epidural layer B. Periosteal layer C. Meningeal layer D. Subdural layer E. Subarachnoid layer F. Border zone layer G. Arachnoid mater H. Pial layer,B. Periosteal layer,data/Dataset_Eval/PubMed_Pdfs/101.csv,pdf
Which of the following statements best describes the modern understanding of the pathogenesis of chronic subdural hematoma (cSDH)?,A. It is caused solely by traumatic rupture of bridging veins. B. It is primarily due to inflammatory processes within the dura mater. C. It results from recurrent bleeding within the inner layer of the dura mater. D. It arises from physiological arteriovenous shunts in the outer layer. E. It is caused by degenerative vascular changes in the meningeal layer. F. It results from hemorrhage in the periosteal layer. G. It is due to acute trauma of arachnoid layer with immediate bleeding. H. It is caused by infection spreading to the subdural space.,C. It results from recurrent bleeding within the inner layer of the dura mater.,data/Dataset_Eval/PubMed_Pdfs/102.csv,pdf
Which imaging technique is particularly useful for visualizing the secondary anastomotic arteries in the outer layer of the dura mater?,A. Standard X-ray B. MRI with contrast C. DYNA CT D. PET scan E. Ultrasound F. Digital subtraction angiography (DSA) G. Non-contrast CT H. Fluoroscopy,C. DYNA CT,data/Dataset_Eval/PubMed_Pdfs/103.csv,pdf
Which embolic agent is described as providing instant permanent occlusion with strategic distal penetration but may pose risks such as catheter retention and requires vigilance due to its short working time?,A. Contour PVA particles B. TRUFILL n-butyl cyanoacrylate (nBCA) C. Onyx D. Pushable fiber coils E. Detachable coils F. Gelatin sponge particles G. Embospheres H. Microspheres,B. TRUFILL n-butyl cyanoacrylate (nBCA),data/Dataset_Eval/PubMed_Pdfs/104.csv,pdf
Which structure forms the base of the fourth ventricle?,A. Superior medullary velum B. Inferior medullary velum C. Rhomboid fossa D. Cerebral aqueduct of Sylvius E. Choroid plexus F. Foramen of Luschka G. Foramen of Magendie H. Tela choroidea,C. Rhomboid fossa,data/Dataset_Eval/PubMed_Pdfs/105.csv,pdf
"During which period of pregnancy is the median aperture of Magendie formed, according to Gray's Anatomy?",A. First trimester B. Second trimester C. Third trimester D. Postnatal period E. Second month of gestation F. First month of gestation G. Eighth month of gestation H. Fourth week of gestation,B. Second trimester,data/Dataset_Eval/PubMed_Pdfs/106.csv,pdf
